date,pix_total,pix_cloud_free,pix_veg,pix_valid,pct_cloud_free,pct_veg,pct_valid,pct_stressed,stress_mean,stress_p90,ndvi_mean,ndvi_median,ndvi_std,ndvi_p10,ndvi_p90,ndmi_mean,ndmi_median,ndmi_std,ndmi_p10,ndmi_p90,ndre_mean,ndre_median,ndre_std,ndre_p10,ndre_p90,aoi_id,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,rain_7d_sum,rain_14d_sum,t2m_7d_mean,t2m_14d_mean,tmax_7d_mean,rh2m_7d_mean,ws2m_7d_mean,y_7,y_14
2024-01-21,49280,49280,21732,21732,1.0,0.44099025974025974,0.44099025974025974,0.9593686729247193,0.6242427229881287,0.8231000900268555,0.34529051184654236,0.3343513011932373,0.06806489825248718,0.26503807306289673,0.4407615661621094,0.05447728559374809,0.0519724041223526,0.08037243783473969,-0.04262939840555191,0.15295954048633575,0.2391897737979889,0.23226255178451538,0.06229094788432121,0.16683727502822876,0.32377514243125916,india_10,24.3,32.88,16.95,0.0,55.99,2.07,0.0,2.88,23.225714285714286,22.767142857142858,31.822857142857142,60.92857142857143,1.9685714285714284,,0.6423273086547852
2024-02-10,49280,49240,17289,17289,0.9991883116883117,0.3508319805194805,0.3508319805194805,0.9607843137254902,0.6423273086547852,0.8203703165054321,0.3296092748641968,0.3142857253551483,0.0678650364279747,0.25945791602134705,0.4231570363044739,0.04794662073254585,0.04045872017741203,0.07598000019788742,-0.038375064730644226,0.14430978894233704,0.23061585426330566,0.22123894095420837,0.062226127833127975,0.16334430873394012,0.31380346417427063,india_10,24.8,33.97,17.78,0.0,54.69,3.65,0.0,0.0,24.82857142857143,24.641428571428573,34.931428571428576,50.52428571428571,2.9842857142857144,0.6448056101799011,0.6448056101799011
2024-02-20,49280,49248,11854,11854,0.9993506493506493,0.24054383116883116,0.24054383116883116,0.9809347055846128,0.6448056101799011,0.797518253326416,0.31716305017471313,0.3018439710140228,0.05711117014288902,0.258133202791214,0.40192124247550964,0.05839581415057182,0.05202998220920563,0.06723855435848236,-0.0164028350263834,0.1481228470802307,0.21660496294498444,0.20648327469825745,0.0513489730656147,0.16178199648857117,0.28955456614494324,india_10,25.94,34.54,18.28,0.0,47.8,2.22,0.0,0.0,24.807142857142857,24.677142857142858,34.42285714285715,47.061428571428564,2.935714285714286,0.6047389507293701,0.6047389507293701
2024-03-01,49280,49268,16894,16894,0.9997564935064935,0.34281655844155845,0.34281655844155845,0.9212738250266367,0.6047389507293701,0.8159562945365906,0.36060574650764465,0.33968693017959595,0.08559828251600266,0.2660749554634094,0.49254342913627625,0.06795729696750641,0.05804777145385742,0.08515901863574982,-0.03173735365271568,0.18847157061100006,0.23999060690402985,0.2281903177499771,0.07077813893556595,0.16121120750904083,0.34194034337997437,india_10,25.11,34.77,15.4,0.0,44.27,3.58,0.0,0.0,26.21142857142857,26.099285714285713,35.23428571428572,47.902857142857144,3.5614285714285714,0.5817013382911682,0.5817013382911682
2024-03-11,49280,49280,14445,14445,1.0,0.29312094155844154,0.29312094155844154,0.9212184146763586,0.5817013382911682,0.7869928479194641,0.34714293479919434,0.3316412568092346,0.07380060106515884,0.2623419165611267,0.45946988463401794,0.08536624908447266,0.07874618470668793,0.08057817816734314,-0.011844400316476822,0.1965726763010025,0.24035309255123138,0.22967089712619781,0.0647500604391098,0.1664026826620102,0.335677832365036,india_10,27.71,35.42,19.88,0.0,46.56,2.87,0.0,0.0,28.03142857142857,27.082142857142856,36.18,38.034285714285716,2.4057142857142857,0.5659734606742859,0.5659734606742859
2024-03-21,49280,49280,17574,17574,1.0,0.35661525974025976,0.35661525974025976,0.8785706156822579,0.5659734606742859,0.8101751208305359,0.37622007727622986,0.3594857454299927,0.09323389083147049,0.2669271230697632,0.5151153206825256,0.08068215101957321,0.07438018918037415,0.08801937103271484,-0.0284416563808918,0.20399291813373566,0.25916004180908203,0.248525470495224,0.07986035943031311,0.16597481071949005,0.3755357563495636,india_10,27.62,35.74,20.56,0.0,48.86,3.24,0.0,0.0,28.107142857142858,28.22214285714286,36.32,39.13142857142857,2.8842857142857143,0.5604563355445862,0.5604563355445862
2024-03-31,49280,49280,16909,16909,1.0,0.3431209415584416,0.3431209415584416,0.8817197941924418,0.5604563355445862,0.7985646724700928,0.37296998500823975,0.3586650788784027,0.0920528769493103,0.26473450660705566,0.5103282928466797,0.08556485176086426,0.07982325553894043,0.08519628643989563,-0.02054120972752571,0.20408682525157928,0.25839540362358093,0.24842913448810577,0.07821517437696457,0.16641025245189667,0.3720249831676483,india_10,28.01,38.02,17.99,0.0,34.86,2.46,0.0,0.0,28.361428571428572,28.222857142857144,38.082857142857144,32.35857142857143,3.198571428571429,0.600891649723053,0.600891649723053
2024-04-10,49280,23610,4784,4784,0.479099025974026,0.09707792207792208,0.09707792207792208,0.9161789297658863,0.600891649723053,0.8168529868125916,0.36078622937202454,0.33495596051216125,0.09564117342233658,0.2603587508201599,0.5065649747848511,0.07258730381727219,0.06512540578842163,0.07947119325399399,-0.025385500863194466,0.18108516931533813,0.23663821816444397,0.22047226130962372,0.08228878676891327,0.14736789464950562,0.35676008462905884,india_10,29.14,38.23,19.75,0.0,44.24,3.4,0.0,0.01,29.807142857142857,29.36785714285714,38.90428571428571,36.254285714285714,3.3899999999999997,0.5829207301139832,0.5829207301139832
2024-04-20,49280,38070,12359,12359,0.7725243506493507,0.2507913961038961,0.2507913961038961,0.8999919087304799,0.5829207301139832,0.8094890117645264,0.3647361099720001,0.3465023338794708,0.08861751109361649,0.26383116841316223,0.4984113276004791,0.07308442145586014,0.06730631738901138,0.08467485755681992,-0.030096834525465965,0.1905321627855301,0.2534484565258026,0.24052134156227112,0.07593045383691788,0.1676463633775711,0.36783871054649353,india_10,32.29,38.78,26.13,0.0,35.34,2.61,0.0,0.09,30.95571428571429,30.179285714285715,38.88285714285714,38.98714285714285,2.86,0.591308057308197,0.591308057308197
2024-04-30,49280,34716,9771,9771,0.7044642857142858,0.19827516233766235,0.19827516233766235,0.986285948214103,0.591308057308197,0.7471626400947571,0.336211621761322,0.32913634181022644,0.05787918344140053,0.2646334171295166,0.41891178488731384,0.0840228796005249,0.08104798197746277,0.05547993630170822,0.015399100258946419,0.15953536331653595,0.23417825996875763,0.22793979942798615,0.05091584473848343,0.1730441451072693,0.3062652051448822,india_10,31.18,40.78,21.06,0.0,33.28,2.7,0.0,0.0,30.648571428571426,31.132142857142856,39.339999999999996,35.137142857142855,3.0214285714285714,,
2024-05-30,49280,49280,27173,27173,1.0,0.5514001623376623,0.5514001623376623,0.9262871232473411,0.5463697910308838,0.7408806681632996,0.3632347881793976,0.35700756311416626,0.0706770047545433,0.27317553758621216,0.4607282280921936,0.09428291767835617,0.09252255409955978,0.07279226183891296,0.004009534604847431,0.18947958946228027,0.2615588307380676,0.2560117542743683,0.06004288047552109,0.18885010480880737,0.34469345211982727,india_10,26.81,32.78,22.09,4.17,73.37,2.95,5.9399999999999995,47.290000000000006,26.212857142857143,26.208571428571428,32.16571428571429,71.73285714285714,3.9785714285714286,,
2024-10-27,49280,49174,30613,30613,0.997849025974026,0.6212053571428572,0.6212053571428572,0.8027635318328814,0.48056164383888245,0.7389709949493408,0.40318068861961365,0.40175843238830566,0.09336680173873901,0.2788452208042145,0.5301240086555481,0.11940064281225204,0.12378721684217453,0.08862658590078354,0.0048964973539114,0.22760477662086487,0.2895495295524597,0.2878648042678833,0.07809662818908691,0.1891685575246811,0.3944762945175171,india_10,21.66,25.86,18.26,0.03,85.42,1.8,47.75,133.04,22.987142857142857,22.831428571428575,27.66142857142857,83.74857142857142,1.2114285714285715,0.4807804822921753,0.4807804822921753
2024-11-06,49280,41112,26557,26557,0.8342532467532467,0.5389001623376624,0.5389001623376624,0.7731671499039802,0.4807804822921753,0.7596198320388794,0.40620720386505127,0.4011428952217102,0.10317041724920273,0.2731311023235321,0.544337272644043,0.11605250090360641,0.11830221861600876,0.096595399081707,-0.010798277333378792,0.23786894977092743,0.29318368434906006,0.2873997390270233,0.0871787816286087,0.18508651852607727,0.41312453150749207,india_10,22.01,27.82,17.36,0.0,81.61,1.93,7.180000000000001,13.370000000000001,22.66142857142857,22.726428571428567,27.648571428571426,84.27714285714286,1.8171428571428572,,
2024-12-06,49280,49240,32417,32417,0.9991883116883117,0.6578125,0.6578125,0.8247524447049388,0.5100274085998535,0.7769163250923157,0.39467957615852356,0.3933711349964142,0.09643599390983582,0.2719920575618744,0.5223367214202881,0.1009301245212555,0.10148932784795761,0.0937752053141594,-0.018173780292272568,0.2188492864370346,0.2849603593349457,0.28183338046073914,0.08329623192548752,0.18122752010822296,0.39707887172698975,india_10,22.22,28.15,18.29,0.49,82.87,1.4,91.23,93.36,22.15857142857143,21.599285714285713,26.11714285714286,89.06142857142856,3.0957142857142856,,
2024-01-21,49280,49260,6700,6700,0.9995941558441559,0.1359577922077922,0.1359577922077922,0.9943283582089553,0.6751776933670044,0.8317894339561462,0.3211156725883484,0.3114631175994873,0.05309140309691429,0.26042255759239197,0.39673012495040894,0.037703756242990494,0.034926578402519226,0.06089337542653084,-0.038793593645095825,0.11683584749698639,0.21275879442691803,0.2099248319864273,0.053284160792827606,0.14806018769741058,0.28489306569099426,india_11,24.3,32.88,16.95,0.0,55.99,2.07,0.0,2.88,23.225714285714286,22.767142857142858,31.822857142857142,60.92857142857143,1.9685714285714284,,0.6850826144218445
2024-02-10,49280,49212,4489,4489,0.9986201298701298,0.09109172077922079,0.09109172077922079,0.993539763867231,0.6850826144218445,0.8368501663208008,0.30717313289642334,0.29538461565971375,0.051228221505880356,0.2559882402420044,0.3782966732978821,0.035723909735679626,0.03299357742071152,0.06266375631093979,-0.04145514592528343,0.11687187105417252,0.20526504516601562,0.2025507688522339,0.05325395241379738,0.1419731080532074,0.2737603485584259,india_11,24.8,33.97,17.78,0.0,54.69,3.65,0.0,0.0,24.82857142857143,24.641428571428573,34.931428571428576,50.52428571428571,2.9842857142857144,0.680477499961853,0.680477499961853
2024-02-20,49280,49272,1866,1866,0.9998376623376624,0.03786525974025974,0.03786525974025974,0.9967845659163987,0.680477499961853,0.8130359649658203,0.29441046714782715,0.28226789832115173,0.041793882846832275,0.2549518942832947,0.3511098027229309,0.04708604887127876,0.043427590280771255,0.058251380920410156,-0.024900149554014206,0.1288447231054306,0.19812412559986115,0.19144219160079956,0.041671980172395706,0.15104356408119202,0.25272706151008606,india_11,25.94,34.54,18.28,0.0,47.8,2.22,0.0,0.0,24.807142857142857,24.677142857142858,34.42285714285715,47.061428571428564,2.935714285714286,0.6830326914787292,0.6830326914787292
2024-03-01,49280,49260,3132,3132,0.9995941558441559,0.06355519480519481,0.06355519480519481,0.9891443167305236,0.6830326914787292,0.8362096548080444,0.3122452199459076,0.29538866877555847,0.057285234332084656,0.25674498081207275,0.3948495388031006,0.04072011634707451,0.033095426857471466,0.06528700888156891,-0.038153357803821564,0.13084356486797333,0.20194242894649506,0.19512304663658142,0.05325551703572273,0.1413801610469818,0.27360284328460693,india_11,25.11,34.77,15.4,0.0,44.27,3.58,0.0,0.0,26.21142857142857,26.099285714285713,35.23428571428572,47.902857142857144,3.5614285714285714,0.647779107093811,0.647779107093811
2024-03-11,49280,49280,2073,2073,1.0,0.04206574675324675,0.04206574675324675,0.9927641099855282,0.647779107093811,0.7973922491073608,0.30709531903266907,0.2938024699687958,0.04978594556450844,0.25580695271492004,0.37890782952308655,0.063441202044487,0.059659894555807114,0.059501778334379196,-0.012860970571637154,0.14435075223445892,0.20753860473632812,0.2013455033302307,0.048991717398166656,0.1498483121395111,0.275250107049942,india_11,27.71,35.42,19.88,0.0,46.56,2.87,0.0,0.0,28.03142857142857,27.082142857142856,36.18,38.034285714285716,2.4057142857142857,0.6739300489425659,0.6739300489425659
2024-03-21,49280,49272,4039,4039,0.9998376623376624,0.08196022727272727,0.08196022727272727,0.9754889824213915,0.6739300489425659,0.8408936262130737,0.325361430644989,0.30488303303718567,0.0680779218673706,0.2577993869781494,0.425218403339386,0.041457779705524445,0.032337963581085205,0.06931411474943161,-0.04108728468418121,0.13935129344463348,0.20806030929088593,0.19779378175735474,0.06416620314121246,0.1371692270040512,0.297247976064682,india_11,27.62,35.74,20.56,0.0,48.86,3.24,0.0,0.0,28.107142857142858,28.22214285714286,36.32,39.13142857142857,2.8842857142857143,0.6599133014678955,0.6599133014678955
2024-03-31,49280,49264,3340,3340,0.9996753246753247,0.06777597402597403,0.06777597402597403,0.9778443113772455,0.6599133014678955,0.8193606734275818,0.32047927379608154,0.3009886145591736,0.06574039161205292,0.25653478503227234,0.41298383474349976,0.051800064742565155,0.04362695664167404,0.06391403824090958,-0.02398802526295185,0.1419481635093689,0.2094334065914154,0.198274165391922,0.060962751507759094,0.14415502548217773,0.2930828630924225,india_11,28.01,38.02,17.99,0.0,34.86,2.46,0.0,0.0,28.361428571428572,28.222857142857144,38.082857142857144,32.35857142857143,3.198571428571429,0.632824182510376,0.632824182510376
2024-04-10,49280,11121,1001,1001,0.22566964285714286,0.0203125,0.0203125,0.957042957042957,0.632824182510376,0.8132956624031067,0.34230491518974304,0.3202330768108368,0.0823165699839592,0.2580239474773407,0.4634072780609131,0.06671534478664398,0.05647527799010277,0.06811749190092087,-0.012612634338438511,0.16258648037910461,0.21330904960632324,0.20023804903030396,0.0741836205124855,0.132035493850708,0.3189706802368164,india_11,29.14,38.23,19.75,0.0,44.24,3.4,0.0,0.01,29.807142857142857,29.36785714285714,38.90428571428571,36.254285714285714,3.3899999999999997,0.6611571907997131,0.6611571907997131
2024-04-20,49280,38002,2303,2303,0.7711444805194805,0.04673295454545454,0.04673295454545454,0.9895788102475033,0.6611571907997131,0.8082085251808167,0.3220776617527008,0.30580511689186096,0.06231248006224632,0.2582153379917145,0.415750652551651,0.05456982180476189,0.04630150645971298,0.05894600227475166,-0.012634143233299255,0.13790135085582733,0.2041362226009369,0.19577252864837646,0.05867202952504158,0.13917089998722076,0.28476136922836304,india_11,32.29,38.78,26.13,0.0,35.34,2.61,0.0,0.09,30.95571428571429,30.179285714285715,38.88285714285714,38.98714285714285,2.86,,
2024-05-30,49280,47728,4750,4750,0.9685064935064935,0.09638798701298701,0.09638798701298701,0.9993684210526316,0.6554029583930969,0.7767053246498108,0.3060087561607361,0.296242356300354,0.04315304383635521,0.25807586312294006,0.37101662158966064,0.05345136299729347,0.049507223069667816,0.04992510378360748,-0.008182900957763195,0.12260285019874573,0.2139139026403427,0.2074577808380127,0.04020662233233452,0.16811345517635345,0.2700533866882324,india_11,26.81,32.78,22.09,4.17,73.37,2.95,5.9399999999999995,47.290000000000006,26.212857142857143,26.208571428571428,32.16571428571429,71.73285714285714,3.9785714285714286,,
2024-10-27,49280,45546,12418,12418,0.9242288961038961,0.2519886363636364,0.2519886363636364,0.8256563053631825,0.496407687664032,0.7323446869850159,0.39425531029701233,0.38910573720932007,0.09569937735795975,0.271217942237854,0.5286534428596497,0.12118902057409286,0.11820769309997559,0.07427632808685303,0.026407863944768906,0.2197783887386322,0.27352043986320496,0.2689637243747711,0.0792573019862175,0.17313696444034576,0.3826100826263428,india_11,21.66,25.86,18.26,0.03,85.42,1.8,47.75,133.04,22.987142857142857,22.831428571428575,27.66142857142857,83.74857142857142,1.2114285714285715,0.5241936445236206,0.5241936445236206
2024-11-06,49280,43808,11764,11764,0.888961038961039,0.23871753246753247,0.23871753246753247,0.8462257735464128,0.5241936445236206,0.7574731707572937,0.3792787194252014,0.3687315583229065,0.09956518560647964,0.26189374923706055,0.5217711329460144,0.10631904751062393,0.09976014494895935,0.07588531076908112,0.011384245939552784,0.21369504928588867,0.2652739882469177,0.25603288412094116,0.08450143039226532,0.16248169541358948,0.3858577013015747,india_11,22.01,27.82,17.36,0.0,81.61,1.93,7.180000000000001,13.370000000000001,22.66142857142857,22.726428571428567,27.648571428571426,84.27714285714286,1.8171428571428572,,
2024-12-06,49280,49187,13553,13553,0.9981128246753247,0.2750202922077922,0.2750202922077922,0.9008337637423449,0.5523772835731506,0.7828065752983093,0.3740476071834564,0.368389755487442,0.09490835666656494,0.2592891454696655,0.5051348805427551,0.09090673923492432,0.08832059055566788,0.07244043052196503,-0.0016590245068073273,0.18861961364746094,0.25790151953697205,0.2527118921279907,0.08247106522321701,0.15580160915851593,0.37091994285583496,india_11,22.22,28.15,18.29,0.49,82.87,1.4,91.23,93.36,22.15857142857143,21.599285714285713,26.11714285714286,89.06142857142856,3.0957142857142856,,
2024-01-21,49280,49280,25057,25057,1.0,0.5084618506493507,0.5084618506493507,0.6589775312287983,0.4362392723560333,0.7696496844291687,0.42607784271240234,0.41094258427619934,0.11910509318113327,0.27854135632514954,0.6016947031021118,0.15474994480609894,0.12369278818368912,0.1365184485912323,-0.005449728574603796,0.3622061312198639,0.30207470059394836,0.2882663309574127,0.104977086186409,0.17695386707782745,0.45782527327537537,india_12,24.3,32.88,16.95,0.0,55.99,2.07,0.0,2.88,23.225714285714286,22.767142857142858,31.822857142857142,60.92857142857143,1.9685714285714284,0.46168389916419983,0.46168389916419983
2024-01-31,49280,39284,14349,14349,0.7971590909090909,0.2911728896103896,0.2911728896103896,0.701442609241062,0.46168389916419983,0.7442307472229004,0.3811261057853699,0.3646599352359772,0.09576014429330826,0.266962468624115,0.5270807147026062,0.14951324462890625,0.1207115575671196,0.11481069773435593,0.014586636796593666,0.3167405128479004,0.27655911445617676,0.26049551367759705,0.08715704828500748,0.17531435191631317,0.41087740659713745,india_12,24.46,33.07,17.35,0.0,53.75,1.57,0.0,0.0,23.648571428571426,23.837857142857143,32.42,54.72714285714285,2.6942857142857144,0.4504009783267975,0.4504009783267975
2024-02-10,49280,49280,22952,22952,1.0,0.46574675324675324,0.46574675324675324,0.6666521436040432,0.4504009783267975,0.7809334993362427,0.41051816940307617,0.3882543444633484,0.12018206715583801,0.2684984505176544,0.588587760925293,0.14918987452983856,0.11507438868284225,0.13691292703151703,-0.01103728637099266,0.3520508110523224,0.29364070296287537,0.27555346488952637,0.10589657723903656,0.17102687060832977,0.45355790853500366,india_12,24.8,33.97,17.78,0.0,54.69,3.65,0.0,0.0,24.82857142857143,24.641428571428573,34.931428571428576,50.52428571428571,2.9842857142857144,0.46005117893218994,0.46005117893218994
2024-02-20,49280,49244,17025,17025,0.9992694805194805,0.34547483766233766,0.34547483766233766,0.6944493392070484,0.46005117893218994,0.7612555027008057,0.38152220845222473,0.3738572597503662,0.0934348851442337,0.2658965289592743,0.5157732367515564,0.1500672996044159,0.1455685943365097,0.11549106240272522,0.0033701590728014708,0.3057018518447876,0.2759174108505249,0.26571938395500183,0.08447970449924469,0.17581592500209808,0.3990776538848877,india_12,25.94,34.54,18.28,0.0,47.8,2.22,0.0,0.0,24.807142857142857,24.677142857142858,34.42285714285715,47.061428571428564,2.935714285714286,0.43597880005836487,0.43597880005836487
2024-03-01,49280,47948,19646,19646,0.9729707792207792,0.3986607142857143,0.3986607142857143,0.6114221724524076,0.43597880005836487,0.7957642078399658,0.4276723861694336,0.41420942544937134,0.1278160661458969,0.2718861699104309,0.6071094274520874,0.15200169384479523,0.1359589695930481,0.13912691175937653,-0.018148865550756454,0.34108754992485046,0.301757276058197,0.28743258118629456,0.1132044643163681,0.1688230037689209,0.46448007225990295,india_12,25.11,34.77,15.4,0.0,44.27,3.58,0.0,0.0,26.21142857142857,26.099285714285713,35.23428571428572,47.902857142857144,3.5614285714285714,0.4245236814022064,0.4245236814022064
